# wavelength flux variance
5226.667165180315 -6985.413469614219 10192085.051151449
5226.722406043101 214.1593192789369 8759477.101663928
5226.77764748972 -849.9055465677955 8972786.119788973
5226.832889520198 -1059.098448224152 9240596.709978605
5226.888132134522 1353.1286454782849 9144538.144892141
5226.943375332716 8833.18005080007 9086021.839476315
5226.998619114769 -715.6178108140753 9879737.065818405
5227.053863480704 -307.9774651266814 8956422.52208518
5227.109108430521 1012.6906848306007 7811704.656428092
5227.164353964214 6775.359922372192 7295991.307438023
5227.219600081808 -205.23723000645487 7597108.654868121
5227.274846783292 1143.7133227599452 8220819.015892774
5227.3300940686895 -925.0220361929751 8706632.367898392
5227.385341937988 -1978.6812744137744 8087157.708878305
5227.440590391214 6034.940463238134 7264002.874831542
5227.495839428363 2408.620228542613 7729835.73729577
5227.5510890494315 -1608.2526594569943 8110522.691871702
5227.606339254446 -1818.8396177616548 7899961.995079386
5227.661590043392 776.4949526642591 7489529.296493423
5227.716841416295 -975.1625495958442 7103079.159845951
5227.7720933731425 -1463.0206701523437 7039222.117200046
5227.827345913961 -1464.9248295253171 7283690.204093902
5227.882599038745 -699.4197719774238 7934560.693389404
5227.937852747492 -6515.423256560038 7884953.112593898
5227.993107040227 -5697.645284685346 7228429.729058295
5228.048361916938 -2296.706480741617 6585204.427833232
5228.103617377649 1079.532832779463 6102891.280939686
5228.158873422349 724.9125348164778 5894299.906652396
5228.21413005106 -1196.7592431976427 6194021.118102905
5228.269387263782 429.8105029291728 5601591.263176702
5228.32464506051 2153.5152257439986 5465702.475468035
5228.37990344127 -2823.9430828010513 6238417.402712011
5228.435162406048 -1084.7753649616498 6511349.727608443
5228.49042195487 1993.7637553135796 5503193.442674294
5228.5456820877225 3014.7192144174255 5018737.152631256
5228.600942804632 3563.446746347333 5072025.188024551
5228.656204105593 -1128.6052714779812 5809486.880283107
5228.711465990605 1576.1727345634645 5100939.324626676
5228.766728459691 -627.7031290044251 5204212.68368771
5228.821991512838 -3135.865595545057 5332476.670799935
5228.877255150073 -3700.940834237883 5790543.309890027
5228.932519371382 -2726.5715013424706 5066275.695533535
5228.98778417679 45.28826902013407 4722271.627535699
5229.043049566295 3162.650061724587 4535105.101685024
5229.098315539892 1826.9052852301793 4671509.819191896
5229.153582097607 218.76079001103903 5048377.928788098
5229.208849239427 -294.6401033117086 4774368.533570965
5229.264116965377 -818.3798356455133 4648423.399707946
5229.319385275445 -2.459547763386581 3892207.7653493998
5229.374654169655 -1530.6611681072106 4040748.3287627813
5229.429923648005 -1787.155976574435 3824501.0586222354
5229.4851937104895 -213.14953707540917 3875436.855642916
5229.540464357136 1202.0802982807031 3688728.1918161563
5229.595735587931 2979.559385704799 3616143.171949232
5229.651007402899 1240.4579167024128 3923976.763097252
5229.706279802028 696.6637767445104 3983051.964028314
5229.761552785342 48.73920083022267 3761631.604046963
5229.81682635284 -1218.388903498976 3621706.86658021
5229.872100504515 1054.090476135256 3677044.586841641
5229.927375240396 1630.5513363617413 3657293.1508097947
5229.982650560468 363.05874228693386 3618209.256134805
5230.037926464756 745.6066810046111 3404977.2603917574
5230.093202953249 2075.673100615062 3356368.286133956
5230.1484800259705 1351.033213426322 3405485.018591409
5230.203757682917 2403.8202557771847 3154229.7252874416
5230.259035924087 1122.7810755938785 3134909.7590241455
5230.314314749504 -799.3885064863603 3152488.204655335
5230.369594159156 -1339.1776081079768 3219933.1179295215
5230.424874153067 -1016.3997888629656 3242424.971569245
5230.480154731225 -640.3150718862411 3270198.3088843278
5230.5354358936565 1.8888597829122773 3234010.808968162
5230.590717640347 -2927.9649334309606 3260753.572685832
5230.6459999713215 -2259.776964577299 3400675.9673417998
5230.701282886577 -261.7564285150977 3000295.3099089693
5230.756566386111 -8.010897698078622 2966541.1651589293
5230.811850469949 1653.1502588841622 3011065.624174113
5230.867135138076 466.91642050906756 2958842.439784178
5230.92242039052 1246.2099851956843 3095015.7737850826
5230.977706227265 1156.9766684540898 2999253.2825682755
5231.032992648338 1197.832711379835 2950515.4871050245
5231.088279653736 934.1770275504148 2874750.4046566677
5231.1435672434545 -74.59489636774413 3300195.489480837
5231.1988554175205 -1460.448789809528 2801170.14009346
5231.2541441759195 63.94668411473276 2597893.1724459413
5231.309433518677 1332.884328615673 2678160.248087937
5231.36472344578 1786.5913414378103 2821563.692332418
5231.420013957254 493.91798504102263 2610244.1803686623
5231.475305053096 948.4766540390335 2449924.9797322373
5231.530596733303 969.6304131698603 2557190.992112862
5231.585888997899 29.439401881339563 2639885.776524414
5231.641181846872 -348.68417282957375 2553342.1396899377
5231.696475280247 157.18554229443214 2424357.325718532
5231.751769298011 2337.5492853393002 2282395.983337373
5231.807063900189 2670.7678782916983 2310460.011306359
5231.862359086777 2341.713448596024 2362164.798789007
5231.917654857774 310.80662957483264 2416615.7714930116
5231.972951213204 1831.992492608405 2502545.070875252
5232.028248153054 3751.4454589931547 2336937.4577386053
5232.083545677348 3023.1800664839575 2267415.848616801
5232.138843786075 -957.8134333480047 2585849.874403189
5232.194142479259 311.5861910369574 2333022.9704249566
5232.249441756899 1530.319765875514 2122890.2361352276
5232.304741618988 1774.2130009852115 2122579.6202631555
5232.360042065554 1318.8772230171116 2166129.6409412324
5232.415343096583 772.2097090550769 2378634.262695356
5232.4706447121 -461.69107911705464 2307833.3066023304
5232.525946912093 130.55097504278342 2232634.8568094852
5232.581249696586 -245.49385964458816 2153477.4419030827
